관광숙박업 등록현황 (20.12.31기준),,,,,,,,,,,,,,
번호,"지역1
(시도)","지역2
(시군구)",업종,호텔명(등록명칭),"관광사업자명
(법인명 or 개인명)","영업상태
(19.12.31기준)",현행 호텔등급,,시설개요,,,객실수,주소(도로명주소),부대시설
,,,,,,,등급,등급부여일,층수(지하~지상),"대지면적
(㎡)","건축연면적
(㎡)",,,
1161,서울특별시,강남구,관광호텔,신라스테이 삼성,신라스테이(주),영업중,3성,2020.09.08,23(4~19),"1,792.20","18,524.43",309,강남구 영동대로 506,
1162,서울특별시,강남구,관광호텔,호텔안테룸서울,한국유에스디㈜,영업중,등급없음 ,2020.12.28.,23(4~19),338.30,"3,670.85",112,강남구 도산대로 153,
1163,서울특별시,송파구,관광호텔,호텔롯데 롯데호텔월드,㈜호텔롯데,영업중,5성,18.04.09.,지하4~지상33,6147.85,95611.39,482,올림픽로 240,"비지니스센터, 피트니스, 수영장, 골프연습장, 레스토랑2개, 커피숍, 제과점, 연회장 등"
1164,서울특별시,송파구,관광호텔,잠실관광호텔,이재영,영업중,1성,18.07.23.,지하2~지상7,817,3516.94,53,삼전로 67,"커피숍, 레스토랑"
1165,서울특별시,송파구,관광호텔,가락관광호텔,"이재홍, 이재연",영업중,2성,18.02.13.,지하3~지상8,848,4838.25,71,송파대로28길 5,"사우나, 레스토랑, 커피숍"
1166,서울특별시,송파구,관광호텔,레이크호텔,송관식,영업중,3성,18.04.30.,지하4~지상10,1366.3,9977.74,94,석촌호수로 216,"일반음식점 2개, 유흥주점, 사우나"
1167,서울특별시,송파구,관광호텔,캘리포니아호텔,"오용석, 김정희",영업중,2성,18.08.08.,지하3~지상12,1256.4,10601.32,131,송파대로28길 11,"레스토랑, 커피숍, 유흥주점"
1168,서울특별시,송파구,관광호텔,(주)파로스 관광호텔,㈜파로스관광호텔,영업중,3성,20.03.23.,지하5~지상14,397.7,4485.52,52,올림픽로10길 5,"레스토랑, 유흥주점"
1169,서울특별시,송파구,관광호텔,로사나부띠끄 관광호텔,안천순 외 2인,영업중,3성,17.06.09.,지하4~지상14,741,5242.132,81,삼학사로 98,"레스토랑, 편의점, 유흥주점, 스파마사지"
1170,서울특별시,송파구,관광호텔,호텔인피니,김종림 외 3인,영업중,1성,19.07.31.,지하1~지상8,402.5,1463.34,40,백제고분로 268,일반음식점(지하1층)
1171,서울특별시,송파구,호스텔,24게스트하우스 잠실점,최경훈,영업중,호스텔,-,지상5(2층일부),322.2,168.48,6,백제고분로22길 5,-
1172,서울특별시,송파구,관광호텔,주식회사 딜라이트 호텔,주식회사 딜라이트 호텔,영업중,2성,17.06.09.,지하1~지상10,366.7,2348.58,71,오금로11길 21-9,"카페, 레스토랑, 비지니스코너, 라운지"
1173,서울특별시,송파구,관광호텔,HOTEL 2.4,서사득,영업중,2성,17.06.09.,지하1~지상9 ,430.41,3181,51,오금로11길 55-16,"레스토랑, 체력단련장"
1174,서울특별시,송파구,소형호텔,IM HOTEL,윤우성,영업중,1성,17.07.19.,지하1~지상5,221.1,559,20,오금로11길 29-5,"카페테리아, 비즈니스센터"
1175,서울특별시,송파구,관광호텔,CORNER HOTEL,"문왕산, 문석재",영업중,2성,17.05.15.,지하1~지상5 ,965.7,2166,39,송파대로 385,"비지니스센터, 레스토랑"
1176,서울특별시,송파구,관광호텔,시그니엘 서울(SIGNIEL SEOUL),㈜호텔롯데,영업중,5성,17.08.16.,지상76~101,87182.8,67097,235,올림픽로 300,"피트니스,수영장, 스파, 레스토랑 2개,바,커피숍, 연회장 등"
1177,서울특별시,송파구,관광호텔,호텔 파크하비오,㈜파크하비오,영업중,3성,17.11.07.,지하5~지상19,61231,22234,472,송파대로 111,"헬스장, 조식당, 컨벤션룸 4개, 수영장"
1178,서울특별시,송파구,관광호텔,주식회사 호텔포레스타,주식회사 호텔포레스타,영업중,1성,18.10.08.,지하1~지상13,339,1996,53,백제고분로7길 23-6,"식당, 휴게소"
1179,서울특별시,송파구,관광호텔,포레스타,백승용외 3인,영업중,2성,19.04.25.,지하1~지상13,339,1993.73,53,백제고분로7길 23-5,"식당, 휴게시설"
1180,서울특별시,송파구,관광호텔,호텔 더 캐슬(신천),신현산외 6인,영업중,1성,19.12.02.,지하2~지상16,307.7,2983.46,68,올림픽로12길 4-17,카페테리아
1181,서울특별시,송파구,소형호텔,부티크 호텔 XYM,백희선,영업중,1성,20.07.06.,지하2~지상7,281.9,917.18,29,송이로 104,"회의실, 휴게음식점"
1182,서울특별시,송파구,관광호텔,호텔 더 캐슬(방이1),윤현호 외 5,영업중,2성,20.07.29.,지하2~지상16,277.6,2839,63, 올림픽로32길 7,일반음식점
1183,서울특별시,강동구,관광호텔,바고관광호텔,"서봉석, 서채환, 최향순",영업중,1성,17.06.2,지하2층~지상7층,,2571.59,42,서울특별시 강동구 천중로 27 (천호동),
1184,서울특별시,강동구,관광호텔,발리관광호텔,"채효순, 황재필",영업중,1성,19.7.2.,지하1층~지상7층,,3236.09,50,서울특별시 강동구 풍성로 210 (성내동),
1185,서울특별시,강동구,관광호텔,하모니관광호텔,"박상일, 양기성, 김만완",영업중,1성,18.4.13,지하2층~지상10층,,2983.87,81,서울특별시 강동구 천중로40길 63 (길동),
1186,서울특별시,강동구,관광호텔,호텔 감(HOTEL GAM),"윤장일, 김향자, 윤천만, 윤용준",영업중,1성,18.4.6,지하2층~지상14층,,1582.4,37,서울특별시 강동구 천호대로159길 22-36 (천호동),
1187,인천광역시,계양구,관광호텔,호텔카리스,㈜호텔카리스,영업중,3성,18.03.09.,지하3~지상13층," 2,581 "," 16,644 ", 142 ,계양구 계양대로 28(작전동),"연회장 6개, 음식점 2개, 미용실, 금융업소, 세미나실 2개"
1188,인천광역시,계양구,관광호텔,반도관광호텔,최윤정,영업중,1성,15.12.16.,지하1~지상7층, 889 ," 3,417 ", 50 ,계양구 계양문화로17번길 8(작전동),"레스토랑, 연회장"
1189,인천광역시,계양구,관광호텔,캐피탈관광호텔,이우정외 1인,영업중,2성,15.04.06.,지하1~지상4층," 3,539 "," 4,998 ", 54 ,계양구 경명대로972번길 5-14(계산동),레스토랑
1190,인천광역시,계양구,관광호텔,아마레관광호텔,오선화,영업중,1성,16.11.01.,지하2~지상10층, 899 ," 4,777 ", 67 ,계양구 장제로730번길 14(작전동),레스토랑
1191,인천광역시,계양구,관광호텔,리버관광호텔,천백규외 1인,영업중,2성,17.02.23.,지하2~지상10층, 774 ," 4,457 ", 63 ,계양구 계양문화로53번길 6(계산동),음식점
1192,인천광역시,계양구,관광호텔,VOW관광호텔,유상근외 1인,영업중,2성,17.11.07.,지하2~지상10층, 774 ," 4,979 ", 73 ,계양구 계양문화로59번길 9(계산동),음식점
1193,인천광역시,계양구,호스텔,해피하우스,손병선외 1인,영업중,,,지상7층만," 1,519 "," 1,045 ", 49 ,"계양구 계양문화로 54, 7층(계산동)",문화·정보교류실
1194,인천광역시,남동구,관광호텔,로얄호텔,(주)대일인터내셔널하스피탈리티그룹,영업중,4성급,17.10.10.,지하2~지상9층," 2,986 "," 20,707 ", 138 ,남동구 백범로 367 (간석동),
1195,인천광역시,남동구,관광호텔,파이호텔,이종상 외 2 명,영업중,1성급,18.06.14.,지하1~지상7층," 1,175 "," 4,985 ", 62 ,남동구 석촌로46번길 47 (간석동),
1196,인천광역시,남동구,관광호텔,폴로(POLO)관광호텔,박진난 외 1 명,영업중,2성급,19.08.28.,지하2~지상8층, 709 ," 4,019 ", 48 ,남동구 앵고개로934번길 30 (논현동),
1197,인천광역시,남동구,관광호텔,SJ Design 관광호텔,이성복 외 1 명,영업중,1성급,17.12.04.,지하2~지상8층, 774 ," 4,424 ", 53 ,남동구 소래역로 26-16 (논현동),
1198,인천광역시,남동구,관광호텔,센트럴프라자호텔,㈜엠제이글로벌홀딩스,영업중,2성급,18.09.21.,지하2~지상15층, 358 ," 6,688 ", 118 ,남동구 예술로204번길 15 (구월동),
1199,인천광역시,남동구,관광호텔,골든호텔,설창희,영업중,2성급,19.07.24.,지하2~지상7층, 407 ," 4,948 ", 79 ,"남동구 석촌로 57, 간석동 (간석동)",
1200,인천광역시,남동구,관광호텔,호텔 라트리,서원석,영업중,1성급,18.07.20.,지하2~지상7층, 737 ," 4,172 ", 54 ,남동구 인하로507번길 50 (구월동),
1201,인천광역시,남동구,관광호텔,호텔 더 디자이너스 인천,김미현 외 1명,영업중,2성급,19.04.22.,지하2~지상19층, 861 ," 8,181 ", 103 ,남동구 남동대로765번길 8 (구월동),
1202,인천광역시,남동구,관광호텔,소래호텔카카오,이동철,영업중,1성급,18.07.20.,지하1~지상9층," 1,176 "," 5,411 ", 70 ,남동구 앵고개로948번길 48 (논현동),
1203,인천광역시,남동구,관광호텔,엠플레이스호텔,한순철,영업중,1성급,19.05.31.,지하2층~지상7층, 793 ," 4,889 ", 66 ,남동구 인하로507번길 56 (구월동),
1204,인천광역시,남동구,관광호텔,아시아드호텔,연재일 외 3 명,영업중,2성급,17.11.23.,지하2층~지상8층, 959 ," 4,853 ", 76 ,남동구 선수촌공원로17번길 6 (구월동),
1205,인천광역시,남동구,관광호텔,파크마린호텔,이정아,영업중,3성급,18.12.28.,지하3층~지상19층, 779 ," 6,871 ", 88 ,남동구 소래역로 44 (논현동),
1206,인천광역시,남동구,관광호텔,호텔 진,박찬진,영업중,1성급,19.06.07.,지하1층~지상10층," 1,478 "," 4,970 ", 64 ,남동구 남동대로777번길 36 (구월동),
1207,인천광역시,남동구,관광호텔,호텔베이204,㈜케이앤에스(김정호),영업중,,,지하2층~지상10층, 608 ," 4,938 ", 91 ,남동구 인하로 507번길 21-1,
1208,인천광역시,미추홀구,관광호텔,썬플라워 관광호텔,손상근,영업중,1,18.03.29.,지하1~지상10층, 615 ," 3,133 ", 50 ,미추홀구 주안중로 22-1(주안동),음식점
1209,인천광역시,부평구,관광호텔,토요코인인천부평,토요코인코리아㈜,영업중,2성급,19.11.14,지하1~지상27층, 885 ," 12,052 ", 512 ,부평구 광장로 10 (부평동),"레스토랑1개, 회의실"
1210,인천광역시,서구,관광호텔,쵸이스관광호텔,최영미 외 1 명,영업중,1성,18.04.26.,지하1~지상7층," 1,208 "," 2,663 ", 41 ,서구 서곶로301번길 28 (심곡동),휴게음식점
1211,인천광역시,서구,관광호텔,SG관광호텔,정종덕,영업중,2성,19.12.23.,지하1~지상7층," 1,886 "," 4,813 ", 67 ,"서구 탁옥로51번길 13-9 (심곡동, SG관광호텔)",휴게음식점
1212,인천광역시,서구,관광호텔,포시즌관광호텔,이한백 외 1 명,영업중,1성,18.03.22.,지하1~지상8층," 1,075 "," 3,027 ", 47 ,"서구 탁옥로33번길 15 (심곡동, 포시즌 호텔)",휴게음식점
1213,인천광역시,서구,관광호텔,동인관광호텔,정인분,영업중,2성,17.12.04.,지하2~지상8층, 766 ," 4,982 ", 105 ,서구 원당대로 874 (당하동),휴게음식점
1214,인천광역시,서구,호스텔,비즈 레지던스,이미희,영업중,해당없음,해당없음,지상10층," 1,742 "," 1,078 ", 69 ,"서구 길주로 79, 10층 (석남동, 성한캣슬)",해당없음
1215,인천광역시,서구,관광호텔,(주)조양 호텔소프라,주식회사 조양,영업중,3성,17.06.19.,지하2~지상10층," 1,353 "," 8,946 ", 148 ,"서구 서곶로301번길 21 (심곡동, 조양관광호텔)",휴게음식점
1216,인천광역시,서구,관광호텔,펜타스타 호텔,주식회사 펜타스타,영업중,2성,18.09.10.,지하1~지상5층, 722 ," 2,773 ", 40 ,서구 오류로14번길 23 (오류동),휴게음식점
1217,인천광역시,서구,관광호텔,더블유 관광호텔,이한백 외 2 명,영업중,1성,18.10.19.,지하1~지상8층," 1,283 "," 2,627 ", 48 ,"서구 서곶로301번길 19, 테마모텔 (심곡동)",휴게음식점
1218,인천광역시,서구,호스텔,에이플러스 호스텔,박상권,영업중,해당없음,해당없음,4층(401호)," 1,742 "," 1,215 ", 24 ,"서구 길주로 79, 401호 (석남동)",해당없음
1219,인천광역시,서구,관광호텔,호텔 원티드,안태종 외 2 명,영업중,3성,19.03.26.,지하1~지상8층," 1,417 "," 6,289 ", 91 ,서구 북항로32번길 20 (원창동),휴게음식점
1220,인천광역시,서구,관광호텔,크리스탈 호텔,㈜차우건설,영업중,2성,18.12.13.,지하1~지상7층, 409 ," 1,458 ", 48 ,서구 오류로14번길 22 (오류동),휴게음식점
1221,인천광역시,연수구,관광호텔,라미드송도호텔 주식회사,문병근,영업중,3성급,19.03.18.,16층(지하2~지상14층)," 11,756 "," 25,159 ", 204 ,연수구 능허대로 267번길 29 (동춘동),"레스토랑, 라운지, 커피숍, 사우나, 편의점, 정원, 비즈니스 센터"
1222,인천광역시,연수구,관광호텔,송도 알리 스위트호텔,권홍석,영업중,2성급,18.12.13.,11층(지하2~지상9층)," 1,571 "," 7,104 ", 78 ,연수구 능허대로 227-7 (옥련동),"레스토랑, 라운지, 회의실, 귀중품보관함, 테라스, 컴퓨터스테이션, 비즈니스센터"
1223,인천광역시,연수구,관광호텔,호텔498,㈜비엔에이치(B&H),영업중,2성급,18.12.03.,16층(지하2~지상14층), 523 ," 4,983 ", 72 ,연수구 용담로 85번길 24 (청학동),"레스토랑, 라운지"
1224,인천광역시,중구,관광호텔,올림포스 호텔,㈜파라다이스글로벌,휴업중,등급보류,18.05.29,지하2층~지상8층," 12,326 "," 21,546 ", 176 ,제물량로 257,"스카이라운지(1), 연회장(4), 레스토랑(1), 로비라운지(1), 유흥주점(1), 사우나(1), 체력단련실(2)"
1225,인천광역시,중구,관광호텔,딘 관광호텔,"김제일, 김제이",영업중,2성,18.04.03,지상7층, 809 ," 1,617 ", 41 ,연안부두로43번길 12,일반음식점(1)
1226,인천광역시,중구,관광호텔,이츠관광호텔,심상우,영업중,1성,19.06.14,지상7층, 809 ," 2,499 ", 42 ,연안부두로53번길 15,"일반음식점(1),연회장(1)"
1227,인천광역시,중구,관광호텔,하버파크호텔,인천관광공사,영업중,4성,19.04.09,지하2층~지상15층," 7,091 "," 20,067 ", 213 ,제물량로 217,"스카이라운지(1), 연회장(1), 비즈니스카페(1), 휘트니스센터(1), 식당(1), 환전소(1), 커피숍(1), 노래방(1), 담배판매소(1)"
1228,인천광역시,중구,관광호텔,시크릿관광호텔,이재숙,영업중,평가중,,지하1층~지상9층, 981 ," 4,015 ", 60 ,월미로233번길 11,일반음식점(1)
1229,인천광역시,중구,관광호텔,아이네이버관광호텔,이승아,영업중,1성,19.04.25,지하1층~지상7층, 535 ," 2,276 ", 38 ,월미로243번길 5,"비즈니스실(1),일반음식점(1)"
1230,인천광역시,중구,관광호텔,G관광호텔,이수경,영업중,1성,19.07.10,지하1층~지상6층, 645 ," 2,722 ", 46 ,월미로248번길 1,일반음식점(2)
1231,인천광역시,중구,관광호텔,베니키아 호텔 바다의 별,㈜엔에이디,영업중,1성,19.11.15,지하1층~지상6층, 568 ," 2,039 ", 44 ,월미로242번길 7-2,휴게음식점(1)
1232,인천광역시,중구,관광호텔,W호텔,백범준,영업중,1성,18.08.20,지하1층~지상7층, 447 ," 1,492 ", 40 ,월미로 207,일반음식점(1)
1233,인천광역시,중구,관광호텔,베니키아 월미도 더 블리스 호텔,㈜엔에이디,영업중,2성,19.11.26,지하1층~지상7층," 1,420 "," 4,960 ", 88 ,월미로 266,"휴게음식점(1),세미나실(1),사무실(1)"
1234,인천광역시,중구,관광호텔,MK프리미어스호텔,루자오메이,영업중,2성,18.06.05,지하1층~지상7층," 1,220 "," 4,992 ", 85 ,월미로260번길 12,일반음식점(1)
1235,인천광역시,중구,관광호텔,다이아몬드호텔,㈜에스케이티엔지니어링,영업중,평가중,,지하1층~지상7층, 507 ," 2,015 ", 50 ,월미로 229,일반음식점(1)
1236,인천광역시,중구,관광호텔,세븐호텔,윤송동,영업중,1성,18.10.08,지하1층~지상6층, 266 ," 1,461 ", 35 ,신포로23번길 3,일반음식점(1)
1237,인천광역시,중구,관광호텔,해월관광호텔,차상혁,영업중,2성,18.11.15,지하1층~지상8층," 1,137 "," 4,334 ", 96 ,월미로260번길 8,일반음식점(1)
1238,인천광역시,중구,관광호텔,풀문관광호텔,정미선,영업중,1성,18.12.10,지하1층~지상8층," 1,055 "," 3,890 ", 120 ,월미로218번길 6,일반음식점(1)
